,indicator_group,year,value,indicator_name,source_comment,country,indicator_units,source_name,category_name,sub_category
1209,,,0.02,Parabolic trough collectors ,Table 5.1,United Arab Emirates, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1210,,,0.027,Parabolic trough collectors ,Table 5.1,United States of America, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1211,,,0.026,Solar tower ,Table 5.1,Argentina, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1212,,,0.029,Solar tower ,Table 5.1,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1213,,,0.022,Solar tower ,Table 5.1,Brazil, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1214,,,0.02,Solar tower ,Table 5.1,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1215,,,0.03,Solar tower ,Table 5.1,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1216,,,0.017,Solar tower ,Table 5.1,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1217,,,0.026,Solar tower ,Table 5.1,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1218,,,0.017,Solar tower ,Table 5.1,Mexico, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1219,,,0.013,Solar tower ,Table 5.1,Morocco, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1220,,,0.025,Solar tower ,Table 5.1,Russian Federation, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1221,,,0.012,Solar tower ,Table 5.1,Saudi Arabia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1222,,,0.013,Solar tower ,Table 5.1,South Africa, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1223,,,0.025,Solar tower ,Table 5.1,Spain, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1224,,,0.018,Solar tower ,Table 5.1,Türkiye, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
1225,,,0.022,Solar tower ,Table 5.1,United Arab Emirates, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
