,country,year,value,indicator_name,indicator_topic,indicator_subtopic,indicator_group,source_description
429,,Greece,12.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
430,,France,251.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
431,,France,41,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
432,,France,79.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
433,,France,78.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
434,,France,62.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
435,,France,3.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
436,,France,2.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
437,,France,201.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
438,,France,140.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
439,,France,14.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
440,,France,168.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
441,,France,8.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
442,,France,7.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
443,,France,64.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
444,,France,28.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
445,,France,4.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
446,,Denmark,449.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
447,,Denmark,65.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
448,,Denmark,124.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
449,,Denmark,73.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
450,,Denmark,28.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
451,,Denmark,33.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
452,,Denmark,7.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
453,,Denmark,98.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
454,,Denmark,92.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
455,,Denmark,10.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
456,,Denmark,112.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
457,,Denmark,6.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
458,,Denmark,12.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
459,,Denmark,6.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
460,,Denmark,0,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
461,,Denmark,24.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
462,,United States,400.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
463,,United States,74.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
464,,United States,84.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
465,,United States,77.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
466,,United States,63.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
467,,United States,26.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
468,,United States,13.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
469,,United States,160.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
470,,United States,25.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
471,,United States,7.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
472,,United States,115.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
473,,United States,13.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
474,,United States,26.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
475,,United States,6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
476,,United States,16.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
477,,United States,7.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
